,Venue,Latitude,Longitude,Group,Category
118,Platform 4,51.39227746761489,-0.3040534113252443,Transport,Trains_Platforms
119,Platform 1,51.39264215147985,-0.30410505254933995,Transport,Trains_Platforms
120,Platform 1,51.41240607095574,-0.28428340981923317,Transport,Trains_Platforms
121,Platform 3,51.41301400431579,-0.30236117902038473,Transport,Trains_Platforms
122,Platform 2,51.39236641671207,-0.30430884514317263,Transport,Trains_Platforms
123,Platform 1,51.398865056367214,-0.28097805185980074,Transport,Trains_Platforms
124,Platform 2,51.41220552375206,-0.2839287906495812,Transport,Trains_Platforms
125,Platform 2,51.41289972676886,-0.3011093813143799,Transport,Trains_Platforms
126,Platform 2,51.39891525441561,-0.28052543159703186,Transport,Trains_Platforms
127,Platform 1,51.41295,-0.30219612,Transport,Trains_Platforms
129,Platform 2,51.376753,-0.279697,Transport,Trains_Platforms
130,Platform 2,51.42441506518627,-0.3321648543285524,Transport,Trains_Platforms
140,Platform 1,51.42755,-0.335412,Transport,Trains_Platforms
142,Platform 1,51.414603,-0.312169,Transport,Trains_Platforms
144,Platform 2,51.46307810725584,-0.3010787306767203,Transport,Trains_Platforms
145,Platform 6,51.46346608763645,-0.2993801071089868,Transport,Trains_Platforms
146,Platform 4,51.463222082819804,-0.3008298546638285,Transport,Trains_Platforms
149,Platform 1,51.46305593292974,-0.3010230829487839,Transport,Trains_Platforms
150,Platform 5,51.46325883529239,-0.30120491040286074,Transport,Trains_Platforms
151,Platform 7,51.463345771776375,-0.30092415378910703,Transport,Trains_Platforms
152,Platform 3,51.46321582746726,-0.30052388312558376,Transport,Trains_Platforms
153,"Platform 2 (S'bound District, Overground)",51.476852,-0.2850179,Transport,Trains_Platforms
154,Platform 2,51.467989,-0.267553,Transport,Trains_Platforms
156,Platform 1,51.46801363696344,-0.2671880850790772,Transport,Trains_Platforms
158,Platform 2,51.46533,-0.28641766,Transport,Trains_Platforms
160,"Platform 1 (N'bound District, Overground)",51.477139144299194,-0.28503315559421544,Transport,Trains_Platforms
161,Platform 1,51.487583,-0.30963355,Transport,Trains_Platforms
162,Platform 1,51.48965443751208,-0.28782010868966523,Transport,Trains_Platforms
163,Platform 2,51.48978043795422,-0.28907190676700617,Transport,Trains_Platforms
167,Platform 2,51.51452727900477,-0.3011240953104843,Transport,Trains_Platforms
169,Platform 2,51.49962,-0.3133846,Transport,Trains_Platforms
170,Platform 1,51.51814,-0.2806496,Transport,Trains_Platforms
171,Platform 4,51.50224260997303,-0.2794078885234073,Transport,Trains_Platforms
172,Platform 2,51.50257179584278,-0.2798308397319686,Transport,Trains_Platforms
173,Platform 4 (TfL Rail),51.514971280234484,-0.30070177332255066,Transport,Trains_Platforms
174,Platform 3 (E'bound Piccadilly),51.50221903521744,-0.2794761614625487,Transport,Trains_Platforms
175,Platform 9 (E'bound District),51.51520273908444,-0.3000328886963873,Transport,Trains_Platforms
176,Platform 1,51.554354,-0.285148,Transport,Trains_Platforms
177,Platform 1,51.523359,-0.259227,Transport,Trains_Platforms
178,Platform 7 (E'bound District),51.51515993753606,-0.30017420907198383,Transport,Trains_Platforms
179,Platform 6 (E'bound Central),51.51496947007789,-0.30078609586987964,Transport,Trains_Platforms
180,Platform 2,51.554151,-0.285189,Transport,Trains_Platforms
181,Platform 8 (E'bound District),51.51519948408397,-0.3005320954488331,Transport,Trains_Platforms
182,Platform 2,51.551735,-0.29611084,Transport,Trains_Platforms
183,Platform 1,51.502424701539645,-0.27978257810603246,Transport,Trains_Platforms
184,Platform 3,51.51485639312754,-0.3011400868961117,Transport,Trains_Platforms
185,Platform 2,51.508288381356955,-0.2630174160003662,Transport,Trains_Platforms
187,Platform 1,51.514725174257,-0.3019523620605469,Transport,Trains_Platforms
188,DB Schenker Wembley Depot,51.543194,-0.277104,Transport,Trains_Platforms
190,Platform 1,51.551132,-0.29585168,Transport,Trains_Platforms
191,Platform 2,51.54411118826144,-0.27450894142361304,Transport,Trains_Platforms
193,Platform 6,51.5521,-0.29616383,Transport,Trains_Platforms
194,Platform 5,51.552223,-0.2965095,Transport,Trains_Platforms
195,Acton Town Station Staff Canteen,51.50239409584852,-0.27984020343445865,Transport,Trains_Platforms
197,Platform 5 (E'bound Central),51.514988698812445,-0.30045269965999666,Transport,Trains_Platforms
213,Platform 1,51.618527,-0.302174,Transport,Trains_Platforms
214,Platform 1,51.6135189525939,-0.27491214975620887,Transport,Trains_Platforms
215,Platform 2,51.613638993493744,-0.2752216308409976,Transport,Trains_Platforms
216,Platform 1,51.61889853059405,-0.30254553460462413,Transport,Trains_Platforms
217,Platform 3,51.61880050864468,-0.3026351092135135,Transport,Trains_Platforms
218,Platform 2,51.61854,-0.302225,Transport,Trains_Platforms
219,Platform 3,51.61898526458073,-0.30240453963290537,Transport,Trains_Platforms
225,Platform 1,51.652957547282284,-0.27983020794689706,Transport,Trains_Platforms
226,Platform 2,51.65380133502002,-0.27975762515989167,Transport,Trains_Platforms
227,Platform 1,51.36331776476883,-0.24780986816612852,Transport,Trains_Platforms
231,Platform 1,51.345264,-0.241436,Transport,Trains_Platforms
234,Platform 2,51.38136,-0.245041,Transport,Trains_Platforms
235,Platform 4,51.403777111757364,-0.25596359838326316,Transport,Trains_Platforms
236,Platform 3,51.40884087893578,-0.2309527637507377,Transport,Trains_Platforms
237,Platform 1,51.40387619986681,-0.256008386684502,Transport,Trains_Platforms
238,Platform 1,51.38146105064132,-0.2448589478573225,Transport,Trains_Platforms
239,Platform 1,51.40948907564678,-0.22996919190001794,Transport,Trains_Platforms
