,Venue,Latitude,Longitude,Group,Category
188,Argyle Surgery,51.51973194490268,-0.3226689482377437,Health,Doctor
189,Woodbridge Medical Practice,51.521042,-0.369992,Health,Doctor
190,Northfields Surgery,51.50457879978753,-0.3186410665512085,Health,Doctor
191,Greenford Road Medical Centre,51.53768368668724,-0.34546824359955663,Health,Doctor
192,276 Lady Margaret Surgery,51.52150808905592,-0.3746902288097422,Health,Doctor
193,Jubilee Gardens Health Centre,51.5212241435364,-0.36925166845321655,Health,Doctor
197,Ribchester Medical Centre,51.5339278027715,-0.33016144378089746,Health,Doctor
199,Somerset Medical Centre,51.52222825956279,-0.370978303998478,Health,Doctor
200,The Surgery,51.518743,-0.319042,Health,Doctor
201,Somerset Road Family Heath Practice,51.5227098067524,-0.37001609802246094,Health,Doctor
202,The Medical Centre,51.56307498232512,-0.39310052032995085,Health,Doctor
204,Walnut Way Surgery Dr M Siddiqui,51.551952,-0.398457,Health,Doctor
205,Doncaster Drive,51.55473634179767,-0.3782084311043349,Health,Doctor
206,Simpsons Medical Centre,51.561376126690504,-0.3726698466706735,Health,Doctor
207,Simpson House Medical Centre,51.57011197793054,-0.3730416466137011,Health,Doctor
209,Roxborne Medical Centre,51.566884,-0.362932,Health,Doctor
210,The Ridgeway Surgery,51.58315198328794,-0.3677300170356186,Health,Doctor
213,"GP Direct, Doncaster Drive",51.5528369364066,-0.37557337976938093,Health,Doctor
215,Alexandra Avenue GP Walk-in Centre,51.56750652141345,-0.36853922736845296,Health,Doctor
217,"GP Direct, Eastcote Lane",51.5651716670452,-0.3560098497754058,Health,Doctor
218,The Grove Medical Pratice,51.555908237094734,-0.3617050893574874,Health,Doctor
220,Pinner Road Surgery,51.582659829714245,-0.35298844719602246,Health,Doctor
221,Kenton Medical Centre,51.579461,-0.321306,Health,Doctor
223,Dr & Herbs,51.581182637611136,-0.3364153434677912,Health,Doctor
225,Ridgeway Surgery,51.58136324122809,-0.36495208740234375,Health,Doctor
226,"GP Direct, Butler Road",51.578805,-0.345994,Health,Doctor
227,Amplifon,51.58380910434975,-0.34100823107110045,Health,Doctor
229,Vision Express Opticians - London - Harrow,51.5816632,-0.3386724,Health,Doctor
231,Belmont Health Centre,51.60088371970732,-0.3208571629680212,Health,Doctor
232,Northwick Surgery,51.58266830866085,-0.3286708023200877,Health,Doctor
233,Civic Medical Centre,51.5875284,-0.3371105,Health,Doctor
234,Enderley Road Medical Centre,51.60233515270827,-0.3406197614141459,Health,Doctor
236,Harrow Healthcare Centre,51.58144274492243,-0.3474087324344809,Health,Doctor
237,The Consulting Rooms,51.626239692389305,-0.3898479092943994,Health,Doctor
239,Prestwick Road Surgery,51.6258945835167,-0.38939218221937844,Health,Doctor
240,Attenborough Surgery,51.62726,-0.3827,Health,Doctor
241,Holywell Surgery,51.64570415620372,-0.40557260383847304,Health,Doctor
242,Childrens Outpatients,51.649363,-0.404409,Health,Doctor
244,Attenborough Surgery,51.64611382121689,-0.37508838591167354,Health,Doctor
245,pathfinder surgery south oxhey,51.625911712646484,-0.38133329153060913,Health,Doctor
246,Manor View Practice,51.646035859468704,-0.3753425022314593,Health,Doctor
248,little bushey surgery,51.63489565786062,-0.3433615981254807,Health,Doctor
250,Ashlea Medical Practice,51.313814707686966,-0.30364395840691066,Health,Doctor
251,Derby Medical Centre,51.33402358633293,-0.2668637199241735,Health,Doctor
252,Epsom Footcare,51.332043,-0.267492,Health,Doctor
253,Derby Medical Centre,51.33399485835463,-0.2633774133034875,Health,Doctor
254,Old Cottage Hospital,51.334584497482034,-0.26163757857096176,Health,Doctor
255,Crp Clinic,51.33276,-0.269344,Health,Doctor
256,Vision Express Opticians - Epsom,51.3322275,-0.2693422,Health,Doctor
257,sk:n Clinics,51.3240886,-0.2727818,Health,Doctor
258,Amplifon,51.333436027429165,-0.266303999999991,Health,Doctor
259,Hook Surgery,51.356007069173984,-0.3150341439430643,Health,Doctor
260,Capelfield Surgery,51.361618,-0.338857,Health,Doctor
261,The Orchard Practice,51.36830383863257,-0.3026309609413147,Health,Doctor
262,Gosbury Hill GP Clinic,51.36851347685314,-0.30284806030098926,Health,Doctor
265,Brunswick Surgery,51.390291514981904,-0.30104967120465154,Health,Doctor
266,Howard Road Surgery,51.39304865307689,-0.29555516818991556,Health,Doctor
267,Richmond Road Surgery,51.417143,-0.30153393745422363,Health,Doctor
268,Oakhill Surgery,51.390347519902015,-0.29801641559135894,Health,Doctor
269,Doctors Surgery,51.38294,-0.289343,Health,Doctor
270,Maypole surgery,51.382357,-0.300896,Health,Doctor
271,wolvertons clinic,51.416432,-0.281872,Health,Doctor
272,Fairhill Medical Practice,51.41707266418239,-0.28261987790946325,Health,Doctor
273,Holmwood Corner Surgery,51.3936616432301,-0.2553296837023763,Health,Doctor
275,Shuropody Foothealth,51.40908432789806,-0.3042218510700303,Health,Doctor
278,Central Surgery,51.39008176310195,-0.30056207643810495,Health,Doctor
279,Canbury Medical Centre,51.414341366959334,-0.2969720036987619,Health,Doctor
280,Kingston Health Centre,51.414209548024445,-0.3047514882450711,Health,Doctor
281,Vision Express Opticians - London - Kingston upon Thames,51.4116502,-0.3050863,Health,Doctor
282,Amplifon,51.41165443590195,-0.30287596016478346,Health,Doctor
283,Claremont Medical Centre,51.390782335279965,-0.3074811493955051,Health,Doctor
284,Fairfield Medical Center,51.40762321346511,-0.29846346035490057,Health,Doctor
285,Kingston University Health Centre,51.40367991686825,-0.30338121743704866,Health,Doctor
286,Churchull Medical Centre,51.4136,-0.288909,Health,Doctor
287,Thameside Medical Centre,51.42750428100554,-0.3189918405633592,Health,Doctor
289,Tudor Drive Surgery,51.42902855959688,-0.29969143973328416,Health,Doctor
292,Seymour House surgery,51.43304474612877,-0.31341939076477093,Health,Doctor
297,"Churchill Medical Centre, Tudor Drive",51.42684,-0.29879975,Health,Doctor
307,Park Road Surgery,51.424676,-0.33425,Health,Doctor
309,Vineyard Doctors' Surgery,51.458153,-0.301056,Health,Doctor
310,LloydsPharmacy,51.4665445,-0.2864431,Health,Doctor
311,HHR medical,51.464084749268224,-0.2707109842534328,Health,Doctor
312,Pagoda Ave Surgery,51.46661950358546,-0.28716625553362696,Health,Doctor
314,Richmond Practice,51.460423,-0.300445,Health,Doctor
315,North Road Surgery,51.47367700559094,-0.2860545045117647,Health,Doctor
319,Paradise Road Surgery,51.46013936168568,-0.30165526944275,Health,Doctor
321,Seymour  House Surgery,51.462386,-0.292616,Health,Doctor
324,Sheen Lane Health Centre,51.465770490803145,-0.2671173486917647,Health,Doctor
325,Twickenham Park Surgery,51.4552876593408,-0.31216827133403374,Health,Doctor
326,Richmond Practice,51.46112651393919,-0.3020596504211426,Health,Doctor
327,The Vinyard Surgery,51.458157572715564,-0.301063085103488,Health,Doctor
328,Kew Medical Practice,51.475730173291915,-0.2822970201117213,Health,Doctor
329,The Forge Clinic,51.45954045784593,-0.30578340304887025,Health,Doctor
330,Dr Bate's office,51.468901,-0.278679,Health,Doctor
331,NHS - Richmond & Twickenham PCT,51.466792,-0.299667,Health,Doctor
332,Brentford Health Centre,51.486873150814674,-0.3094729720447251,Health,Doctor
333,Vision Express Opticians at Tesco - Osterley,51.4860352,-0.3304801,Health,Doctor
334,Elthorne Park Surgery,51.50392203526204,-0.3264674193171656,Health,Doctor
336,Acton Town GP,51.50310965058877,-0.30100133517495986,Health,Doctor
339,Florence Road Surgery,51.511746,-0.298459,Health,Doctor
340,Gordon House Surgery,51.510085574195045,-0.3154382345857773,Health,Doctor
345,Bramley Road Surgery,51.500025,-0.309525,Health,Doctor
349,Ealing Park Health Centre,51.497040087764404,-0.30545292715758754,Health,Doctor
351,Vision Express Opticians - London - Ealing,51.5132485,-0.3032597,Health,Doctor
352,Corfton Road Surgery,51.520024818505995,-0.29773139976839874,Health,Doctor
353,LloydsPharmacy,51.5386609,-0.3030556,Health,Doctor
354,Dr Lauder's Surgery,51.519962,-0.297793,Health,Doctor
355,crossroads community service,51.534422601975116,-0.24789841167203533,Health,Doctor
356,Brent GP Access Unit,51.54997086011437,-0.30506804690843925,Health,Doctor
357,Boileau Road Surgery,51.520097,-0.286549,Health,Doctor
358,Baby Clinic,51.507077243480886,-0.27021113544033587,Health,Doctor
360,St. Mark's Medical Centre,51.529451,-0.302731,Health,Doctor
361,Dr. Al Hasani,51.529262,-0.299747,Health,Doctor
362,Green Medical,51.508753,-0.277496,Health,Doctor
364,Hillcrest Surgery,51.508375,-0.27929,Health,Doctor
366,Horn Lane Surgery,51.514648,-0.268811,Health,Doctor
368,Acton Town Medical Centre,51.50247259468729,-0.28028755551043766,Health,Doctor
369,Churchfield Surgery,51.50884604020555,-0.26667496143385494,Health,Doctor
370,Japan Green Medical Centre,51.50879530433477,-0.2774997537527449,Health,Doctor
371,Pitshanger Family Practice,51.526713,-0.308905,Health,Doctor
372,Alperton Medical Centre,51.54306205483475,-0.2979222235767602,Health,Doctor
373,Lynwood Surgery,51.529199,-0.299862,Health,Doctor
374,Queenswalk Practice,51.525258595408054,-0.3126880691623714,Health,Doctor
375,Acton Health Centre,51.50645719916257,-0.27047038990736716,Health,Doctor
376,Sunflower GP Practice,51.54994,-0.30616277,Health,Doctor
377,Hilcrest Doctor's Surgery,51.508539,-0.279636,Health,Doctor
379,Hillside Primary Care Centre,51.54140294501811,-0.2607183255719726,Health,Doctor
380,MyMedyk,51.529928046891996,-0.2989445121172367,Health,Doctor
381,Hillview Surgery,51.54022027550686,-0.31691756859383347,Health,Doctor
384,Acton Lane Medical Centre,51.506378809644985,-0.2658354995484131,Health,Doctor
386,LloydsPharmacy,51.507478051450796,-0.2735163303811987,Health,Doctor
388,The Eagle Eye Surgery,51.54587701602527,-0.2994837292606929,Health,Doctor
389,medical centre,51.5620106213864,-0.3319557093820556,Health,Doctor
390,LloydsPharmacy,51.5812642,-0.3148849,Health,Doctor
397,The Harrow Health Care Centre,51.565051,-0.331981,Health,Doctor
398,Dr Juliette Ross's Medical Centre,51.560417417275254,-0.28985869169722367,Health,Doctor
399,Kenton Bridge Medical,51.582180238031725,-0.3163677687538039,Health,Doctor
404,Foot Comfort Centre,51.56281,-0.30279,Health,Doctor
407,Preston Medical Centre,51.563209533691406,-0.2921428680419922,Health,Doctor
410,Elmtrees Surgery,51.55082,-0.338834,Health,Doctor
411,Honeypot lane Medical Centre,51.58458095014176,-0.29751527216490553,Health,Doctor
412,LloydsPharmacy,51.6008713,-0.3179422,Health,Doctor
413,LloydsPharmacy,51.6169202,-0.3109007,Health,Doctor
416,Stanmore Private Family Physicians,51.613968,-0.309945,Health,Doctor
417,Dr. G. Segal,51.61380625486391,-0.31012773513793945,Health,Doctor
418,Doctor's Surgery,51.57266447776219,-0.29374817045057455,Health,Doctor
419,Preston Hill Surgery,51.577290761656194,-0.2887321682583951,Health,Doctor
420,Dr.Segals Surgery 71 Elm Park Stanmore,51.614039,-0.310075,Health,Doctor
421,Mollison Way Surgery GP,51.598053,-0.277652,Health,Doctor
422,Kenton Clinic,51.58608318060075,-0.2923393249511719,Health,Doctor
423,Stanmore Medical Centre,51.601729,-0.304133,Health,Doctor
424,Bacon Lane Surgery,51.605191763700745,-0.2757450671031938,Health,Doctor
426,Honeypot Lane Clinic,51.6056,-0.30062366,Health,Doctor
